institution,code,name,department,province,district,category,longitude,latitude,business_hours,address,phone,department_code,province_code,district_code
GOBIERNO REGIONAL,1847,CENTRO DE SALUD LLAMELLIN,ANCASH,ANTONIO RAIMONDI,LLAMELLIN,I-3,-77.01617315,-9.10799941,07:00 AM – 07:00 PM,Dirección del EESS,935398274,423,423,423
GOBIERNO REGIONAL,1850,PUESTO DE SALUD CHACCHO,ANCASH,ANTONIO RAIMONDI,CHACCHO,I-1,-77.05671251,-9.05990767,07:00 AM – 07:00 PM,Dirección del EESS,935398275,424,424,424
GOBIERNO REGIONAL,1856,CENTRO DE SALUD SAN LUIS,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,I-3,-77.33039351,-9.09554831,07:00 AM – 07:00 PM,Dirección del EESS,935398276,425,425,425
GOBIERNO REGIONAL,1861,CENTRO DE SALUD YAUYA,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,I-3,-77.2913488,-8.98645108,07:00 AM – 07:00 PM,Dirección del EESS,935398277,426,426,426
GOBIERNO REGIONAL,1863,CENTRO DE SALUD SAN NICOLAS,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,I-4,-77.1851262,-8.98064624,07:00 AM – 07:00 PM,Dirección del EESS,935398278,427,427,427
GOBIERNO REGIONAL,1866,CLAS CORRALES,TUMBES,TUMBES,CORRALES,I-4,-80.48188319,-3.60064797,07:00 AM – 07:00 PM,Dirección del EESS,935398279,428,428,428
GOBIERNO REGIONAL,1867,SAN ISIDRO,TUMBES,TUMBES,CORRALES,I-2,-80.51074262,-3.61316139,07:00 AM – 07:00 PM,Dirección del EESS,935398280,429,429,429
GOBIERNO REGIONAL,1869,CLAS LA CRUZ,TUMBES,TUMBES,LA CRUZ,I-3,-80.59322733,-3.63820898,07:00 AM – 07:00 PM,Dirección del EESS,935398281,430,430,430
GOBIERNO REGIONAL,1870,SAN JACINTO,TUMBES,TUMBES,SAN JACINTO,I-3,-80.44800709,-3.64215002,07:00 AM – 07:00 PM,Dirección del EESS,935398282,431,431,431
GOBIERNO REGIONAL,1873,CASA BLANQUEADA,TUMBES,TUMBES,SAN JACINTO,I-2,-80.453705,-3.73461667,07:00 AM – 07:00 PM,Dirección del EESS,935398283,432,432,432
GOBIERNO REGIONAL,1875,PAMPAS DE HOSPITAL,TUMBES,TUMBES,PAMPAS DE HOSPITAL,I-3,-80.43716592,-3.69752412,07:00 AM – 07:00 PM,Dirección del EESS,935398284,433,433,433
GOBIERNO REGIONAL,1876,CABUYAL,TUMBES,TUMBES,PAMPAS DE HOSPITAL,I-2,-80.43656936,-3.71563457,07:00 AM – 07:00 PM,Dirección del EESS,935398285,434,434,434
GOBIERNO REGIONAL,1879,CLAS SAN JUAN DE LA VIRGEN,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,I-3,-80.43429013,-3.62630316,07:00 AM – 07:00 PM,Dirección del EESS,935398286,435,435,435
GOBIERNO REGIONAL,1882,PAMPA GRANDE,TUMBES,TUMBES,TUMBES,I-4,-80.42026826,-3.58217906,07:00 AM – 07:00 PM,Dirección del EESS,935398287,436,436,436
GOBIERNO REGIONAL,1883,PUERTO PIZARRO,TUMBES,TUMBES,TUMBES,I-2,-80.39182833,-3.503105,07:00 AM – 07:00 PM,Dirección del EESS,935398288,437,437,437
GOBIERNO REGIONAL,1884,CLAS ANDRES ARAUJO MORAN,TUMBES,TUMBES,TUMBES,I-3,-80.42750694,-3.55700516,07:00 AM – 07:00 PM,Dirección del EESS,935398289,438,438,438
GOBIERNO REGIONAL,1885,CLAS AGUAS VERDES,TUMBES,ZARUMILLA,AGUAS VERDES,I-3,-80.26060333,-3.48552167,07:00 AM – 07:00 PM,Dirección del EESS,935398290,439,439,439
GOBIERNO REGIONAL,1886,CUCHARETA BAJA,TUMBES,ZARUMILLA,AGUAS VERDES,I-2,-80.23880486,-3.5248506,07:00 AM – 07:00 PM,Dirección del EESS,935398291,440,440,440
GOBIERNO REGIONAL,1890,C.S MATAPALO,TUMBES,ZARUMILLA,MATAPALO,I-3,-80.19982763,-3.68242527,07:00 AM – 07:00 PM,Dirección del EESS,935398292,441,441,441
GOBIERNO REGIONAL,1891,C.S. PAPAYAL,TUMBES,ZARUMILLA,PAPAYAL,I-3,-80.23539667,-3.57233833,07:00 AM – 07:00 PM,Dirección del EESS,935398293,442,442,442
GOBIERNO REGIONAL,1892,LA PALMA,TUMBES,ZARUMILLA,PAPAYAL,I-2,-80.21510167,-3.56252667,07:00 AM – 07:00 PM,Dirección del EESS,935398294,443,443,443
GOBIERNO REGIONAL,1893,UÑA DE GATO,TUMBES,ZARUMILLA,PAPAYAL,I-2,-80.23234215,-3.53718963,07:00 AM – 07:00 PM,Dirección del EESS,935398295,444,444,444
GOBIERNO REGIONAL,1896,CENTRO DE SALUD ZARUMILLA,TUMBES,ZARUMILLA,ZARUMILLA,I-4,-80.2720286,-3.50092486,07:00 AM – 07:00 PM,Dirección del EESS,935398296,445,445,445
GOBIERNO REGIONAL,1900,ZORRITOS,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,I-4,-80.67890552,-3.6804567,07:00 AM – 07:00 PM,Dirección del EESS,935398297,446,446,446
GOBIERNO REGIONAL,1902,CANCAS,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,I-3,-80.94725478,-3.95202062,07:00 AM – 07:00 PM,Dirección del EESS,935398298,447,447,447
GOBIERNO REGIONAL,1908,SAÚL GARRIDO ROSILLO,TUMBES,TUMBES,TUMBES,II-1,-80.4557269,-3.56270287,07:00 AM – 07:00 PM,Dirección del EESS,935398299,448,448,448
GOBIERNO REGIONAL,1911,CENTRO DE SALUD DE AYABACA,PIURA,AYABACA,AYABACA,I-4,-79.71413952,-4.63578921,07:00 AM – 07:00 PM,Dirección del EESS,935398300,449,449,449
GOBIERNO REGIONAL,1959,PAIMAS,PIURA,AYABACA,PAIMAS,I-4,-79.94771296,-4.62478543,07:00 AM – 07:00 PM,Dirección del EESS,935398301,450,450,450
GOBIERNO REGIONAL,1977,TAMBOGRANDE,PIURA,PIURA,TAMBO GRANDE,I-4,-80.33621452,-4.92299341,07:00 AM – 07:00 PM,Dirección del EESS,935398302,451,451,451
GOBIERNO REGIONAL,2001,BELLAVISTA,PIURA,SULLANA,BELLAVISTA,I-4,-80.67170624,-4.88467601,07:00 AM – 07:00 PM,Dirección del EESS,935398303,452,452,452
GOBIERNO REGIONAL,2011,SANTA TERESITA,PIURA,SULLANA,SULLANA,I-3,-80.67758452,-4.90039906,07:00 AM – 07:00 PM,Dirección del EESS,935398304,453,453,453
GOBIERNO REGIONAL,2012,CENTRO DE SALUD VILLA PRIMAVERA,PIURA,SULLANA,SULLANA,I-3,-80.71042788,-4.90458966,07:00 AM – 07:00 PM,Dirección del EESS,935398305,454,454,454
GOBIERNO REGIONAL,2013,NUEVE DE OCTUBRE,PIURA,SULLANA,SULLANA,I-3,-80.67532486,-4.90829466,07:00 AM – 07:00 PM,Dirección del EESS,935398306,455,455,455
GOBIERNO REGIONAL,2014,EL OBRERO,PIURA,SULLANA,SULLANA,I-3,-80.68261897,-4.91041167,07:00 AM – 07:00 PM,Dirección del EESS,935398307,456,456,456
GOBIERNO REGIONAL,2016,CANAL MOCHO-CIENEG.SUR,PIURA,SULLANA,SULLANA,I-2,-80.68666785,-4.9986555,07:00 AM – 07:00 PM,Dirección del EESS,935398308,457,457,457
GOBIERNO REGIONAL,2017,NUEVO SULLANA,PIURA,SULLANA,SULLANA,I-3,-80.72258562,-4.9090594,07:00 AM – 07:00 PM,Dirección del EESS,935398309,458,458,458
GOBIERNO REGIONAL,2018,COMUNIDAD SALUDABLE,PIURA,SULLANA,SULLANA,I-3,-80.69454589,-4.90804605,07:00 AM – 07:00 PM,Dirección del EESS,935398310,459,459,459
GOBIERNO REGIONAL,2021,HOSPITAL DE APOYO II - 1 NUESTRA SEÑORA DE LAS MERCEDES - PAITA,PIURA,PAITA,PAITA,II-1,-81.09153053,-5.09081453,07:00 AM – 07:00 PM,Dirección del EESS,935398311,460,460,460
GOBIERNO REGIONAL,2029,NOMARA,PIURA,PAITA,LA HUACA,I-1,-80.88681199,-4.91462489,07:00 AM – 07:00 PM,Dirección del EESS,935398312,461,461,461
GOBIERNO REGIONAL,2042,IGNACIO ESCUDERO,PIURA,SULLANA,IGNACIO ESCUDERO,I-3,-80.87433155,-4.84724301,07:00 AM – 07:00 PM,Dirección del EESS,935398313,462,462,462
GOBIERNO REGIONAL,2073,JOSE ABELARDO QUINONES,PIURA,TALARA,PARIÑAS,I-3,-81.25540351,-4.59440595,07:00 AM – 07:00 PM,Dirección del EESS,935398314,463,463,463
GOBIERNO REGIONAL,2074,CENTRO DE SALUD TALARA II,PIURA,TALARA,PARIÑAS,I-4,-81.27209591,-4.578829,07:00 AM – 07:00 PM,Dirección del EESS,935398315,464,464,464
GOBIERNO REGIONAL,2084,HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2,PIURA,PIURA,VEINTISEIS DE OCTUBRE,II-2,-80.66560667,-5.18376667,07:00 AM – 07:00 PM,Dirección del EESS,935398316,465,465,465
GOBIERNO REGIONAL,2085,ACLAS LOS ALGARROBOS,PIURA,PIURA,PIURA,I-4,-80.64618167,-5.17499667,07:00 AM – 07:00 PM,Dirección del EESS,935398317,466,466,466
GOBIERNO REGIONAL,2086,E.S.  PACHITEA,PIURA,PIURA,PIURA,I-4,-80.63138167,-5.18635,07:00 AM – 07:00 PM,Dirección del EESS,935398318,467,467,467
GOBIERNO REGIONAL,2087,E.S.  MICAELA BASTIDAS,PIURA,PIURA,VEINTISEIS DE OCTUBRE,I-3,-80.67658167,-5.17841,07:00 AM – 07:00 PM,Dirección del EESS,935398319,468,468,468
GOBIERNO REGIONAL,2088,E.S I-4 CONSUELO DE VELASCO,PIURA,PIURA,VEINTISEIS DE OCTUBRE,I-4,-80.64476333,-5.19686,07:00 AM – 07:00 PM,Dirección del EESS,935398320,469,469,469
GOBIERNO REGIONAL,2089,C.S NUEVA ESPERANZA,PIURA,PIURA,VEINTISEIS DE OCTUBRE,I-2,-80.664085,-5.19070333,07:00 AM – 07:00 PM,Dirección del EESS,935398321,470,470,470
GOBIERNO REGIONAL,2090,E.S.  SANTA JULIA,PIURA,PIURA,VEINTISEIS DE OCTUBRE,I-4,-80.65948333,-5.191175,07:00 AM – 07:00 PM,Dirección del EESS,935398322,471,471,471
GOBIERNO REGIONAL,2091,C.S. SAN JOSE,PIURA,PIURA,VEINTISEIS DE OCTUBRE,I-3,-80.64608,-5.19252667,07:00 AM – 07:00 PM,Dirección del EESS,935398323,472,472,472
GOBIERNO REGIONAL,2092,E.S.  SAN PEDRO,PIURA,PIURA,PIURA,I-4,-80.63972667,-5.20041833,07:00 AM – 07:00 PM,Dirección del EESS,935398324,473,473,473
GOBIERNO REGIONAL,2093,E.S.  SAN SEBASTIAN,PIURA,PIURA,VEINTISEIS DE OCTUBRE,I-3,-80.681905,-5.18012333,07:00 AM – 07:00 PM,Dirección del EESS,935398325,474,474,474
GOBIERNO REGIONAL,2094,P.S VICTOR RAUL HAYA DE LA TORRE,PIURA,PIURA,PIURA,I-3,-80.63871,-5.20143333,07:00 AM – 07:00 PM,Dirección del EESS,935398326,475,475,475
GOBIERNO REGIONAL,2096,P.S LAS VEGAS DE CIENEGUILLO,PIURA,PIURA,PIURA,I-2,-80.69644298,-5.04381023,07:00 AM – 07:00 PM,Dirección del EESS,935398327,476,476,476
GOBIERNO REGIONAL,2100,E.S.  CASTILLA,PIURA,PIURA,CASTILLA,I-4,-80.619265,-5.198285,07:00 AM – 07:00 PM,Dirección del EESS,935398328,477,477,477
GOBIERNO REGIONAL,2101,C.S.  EL INDIO,PIURA,PIURA,CASTILLA,I-3,-80.62078207,-5.22462895,07:00 AM – 07:00 PM,Dirección del EESS,935398329,478,478,478
GOBIERNO REGIONAL,2102,E.S.  TACALA,PIURA,PIURA,CASTILLA,I-3,-80.59778204,-5.18695161,07:00 AM – 07:00 PM,Dirección del EESS,935398330,479,479,479
GOBIERNO REGIONAL,2104,C.S CHICLAYITO,PIURA,PIURA,CASTILLA,I-3,-80.62727825,-5.22457051,07:00 AM – 07:00 PM,Dirección del EESS,935398331,480,480,480
GOBIERNO REGIONAL,2105,E.S.  MARIA GORETTI,PIURA,PIURA,CASTILLA,I-3,-80.60969584,-5.19064612,07:00 AM – 07:00 PM,Dirección del EESS,935398332,481,481,481
GOBIERNO REGIONAL,2108,E.S.  LA OBRILLA,PIURA,PIURA,CASTILLA,I-1,-80.57436167,-4.98478167,07:00 AM – 07:00 PM,Dirección del EESS,935398333,482,482,482
GOBIERNO REGIONAL,2109,P.S. CHAPAIRA,PIURA,PIURA,CASTILLA,I-2,-80.604545,-5.12353,07:00 AM – 07:00 PM,Dirección del EESS,935398334,483,483,483
GOBIERNO REGIONAL,2111,E.S.  CRUZ DE CAÑA,PIURA,PIURA,CASTILLA,I-1,-80.39285833,-5.14710167,07:00 AM – 07:00 PM,Dirección del EESS,935398335,484,484,484
GOBIERNO REGIONAL,2112,CENTRO DE SALUD MATERNO INFANTIL-CATACAOS,PIURA,PIURA,CATACAOS,I-4,-80.67195,-5.26556333,07:00 AM – 07:00 PM,Dirección del EESS,935398336,485,485,485
GOBIERNO REGIONAL,2113,E.S.  PEDREGAL GRANDE,PIURA,PIURA,CATACAOS,I-2,-80.68416167,-5.30830667,07:00 AM – 07:00 PM,Dirección del EESS,935398337,486,486,486
GOBIERNO REGIONAL,2117,P.S LA LEGUA,PIURA,PIURA,CATACAOS,I-2,-80.66019072,-5.23618965,07:00 AM – 07:00 PM,Dirección del EESS,935398338,487,487,487
GOBIERNO REGIONAL,2124,C.S LA ARENA,PIURA,PIURA,LA ARENA,I-3,-80.71108456,-5.3444845,07:00 AM – 07:00 PM,Dirección del EESS,935398339,488,488,488
GOBIERNO REGIONAL,2125,E.S. CASA GRANDE,PIURA,PIURA,LA ARENA,I-2,-80.75760108,-5.31722671,07:00 AM – 07:00 PM,Dirección del EESS,935398340,489,489,489
GOBIERNO REGIONAL,2129,E.S.  CHATITO,PIURA,PIURA,LA ARENA,I-2,-80.69732384,-5.3799084,07:00 AM – 07:00 PM,Dirección del EESS,935398341,490,490,490
GOBIERNO REGIONAL,2132,E.S.  LA UNION,PIURA,PIURA,LA UNION,I-4,-80.74872008,-5.40328463,07:00 AM – 07:00 PM,Dirección del EESS,935398342,491,491,491
GOBIERNO REGIONAL,2137,E.S. I-3 CURA MORI,PIURA,PIURA,CURA MORI,I-3,-80.66608,-5.32323167,07:00 AM – 07:00 PM,Dirección del EESS,935398343,492,492,492
GOBIERNO REGIONAL,2141,E.S.  EL TALLAN,PIURA,PIURA,EL TALLAN,I-2,-80.67939561,-5.40942653,07:00 AM – 07:00 PM,Dirección del EESS,935398344,493,493,493
GOBIERNO REGIONAL,2142,P.S NVO. TALLAN,PIURA,PIURA,EL TALLAN,I-2,-80.60982333,-5.43107667,07:00 AM – 07:00 PM,Dirección del EESS,935398345,494,494,494
GOBIERNO REGIONAL,2143,E.S I-4 SECHURA,PIURA,SECHURA,SECHURA,I-4,-80.8213624,-5.5605734,07:00 AM – 07:00 PM,Dirección del EESS,935398346,495,495,495
GOBIERNO REGIONAL,2145,E.S.  PARACHIQUE,PIURA,SECHURA,SECHURA,I-2,-80.86415738,-5.76387609,07:00 AM – 07:00 PM,Dirección del EESS,935398347,496,496,496
GOBIERNO REGIONAL,2151,C.S VICE,PIURA,SECHURA,VICE,I-3,-80.77525418,-5.41666574,07:00 AM – 07:00 PM,Dirección del EESS,935398348,497,497,497
GOBIERNO REGIONAL,2153,E.S.   LETIRA,PIURA,SECHURA,VICE,I-2,-80.80669479,-5.44122677,07:00 AM – 07:00 PM,Dirección del EESS,935398349,498,498,498
GOBIERNO REGIONAL,2154,E.S.  LA TORTUGA,PIURA,SECHURA,VICE,I-2,-81.11954288,-5.27963619,07:00 AM – 07:00 PM,Dirección del EESS,935398350,499,499,499
GOBIERNO REGIONAL,2157,E.S. BELLAVISTA,PIURA,SECHURA,BELLAVISTA DE LA UNION,I-3,-80.75432088,-5.43724257,07:00 AM – 07:00 PM,Dirección del EESS,935398351,500,500,500
GOBIERNO REGIONAL,2159,E.S.  BERNAL,PIURA,SECHURA,BERNAL,I-4,-80.745055,-5.464895,07:00 AM – 07:00 PM,Dirección del EESS,935398352,501,501,501
GOBIERNO REGIONAL,2160,E.S. CRISTO NOS VALGA,PIURA,SECHURA,CRISTO NOS VALGA,I-2,-80.74033833,-5.49183,07:00 AM – 07:00 PM,Dirección del EESS,935398353,502,502,502
GOBIERNO REGIONAL,2161,E.S  II-1  HOSPITAL  CHULUCANAS,PIURA,MORROPON,CHULUCANAS,II-1,-80.17076507,-5.10300073,07:00 AM – 07:00 PM,Dirección del EESS,935398354,503,503,503
GOBIERNO REGIONAL,2164,E.S. KM 50,PIURA,MORROPON,CHULUCANAS,I-3,-80.184845,-5.16838,07:00 AM – 07:00 PM,Dirección del EESS,935398355,504,504,504
GOBIERNO REGIONAL,2165,P.S PACCHA,PIURA,MORROPON,CHULUCANAS,I-3,-80.22161667,-5.01503167,07:00 AM – 07:00 PM,Dirección del EESS,935398356,505,505,505
GOBIERNO REGIONAL,2168,E.S   I- 3  YAPATERA,PIURA,MORROPON,CHULUCANAS,I-3,-80.13666167,-5.05879833,07:00 AM – 07:00 PM,Dirección del EESS,935398357,506,506,506
GOBIERNO REGIONAL,2169,P.S SOL SOL,PIURA,MORROPON,CHULUCANAS,I-1,-80.18827167,-5.03521833,07:00 AM – 07:00 PM,Dirección del EESS,935398358,507,507,507
GOBIERNO REGIONAL,2171,E.S. FRÍAS,PIURA,AYABACA,FRIAS,I-3,-79.94290823,-4.93465422,07:00 AM – 07:00 PM,Dirección del EESS,935398359,508,508,508
GOBIERNO REGIONAL,2178,ESTABLECIMIENTO DE SALUD LA MATANZA.,PIURA,MORROPON,LA MATANZA,I-3,-80.09033717,-5.20890625,07:00 AM – 07:00 PM,Dirección del EESS,935398360,509,509,509
GOBIERNO REGIONAL,2182,ESTABLECIMIENTO DE SALUD MORROPON,PIURA,MORROPON,MORROPON,I-4,-79.96751833,-5.18913,07:00 AM – 07:00 PM,Dirección del EESS,935398361,510,510,510
GOBIERNO REGIONAL,2188,E.S.  BUENOS AIRES,PIURA,MORROPON,BUENOS AIRES,I-4,-79.96803358,-5.26550229,07:00 AM – 07:00 PM,Dirección del EESS,935398362,511,511,511
GOBIERNO REGIONAL,2192,ESTABLECIMIENTO DE SALUD YAMANGO.,PIURA,MORROPON,YAMANGO,I-3,-79.75112774,-5.18249125,07:00 AM – 07:00 PM,Dirección del EESS,935398363,512,512,512
GOBIERNO REGIONAL,2202,ESTABLECIMIENTO DE SALUD CHALACO.,PIURA,MORROPON,CHALACO,I-4,-79.79485333,-5.04342167,07:00 AM – 07:00 PM,Dirección del EESS,935398364,513,513,513
GOBIERNO REGIONAL,2207,ESTABLECIMIENTO DE SALUD PACAIPAMPA.,PIURA,AYABACA,PACAIPAMPA,I-4,-79.66840617,-4.99439148,07:00 AM – 07:00 PM,Dirección del EESS,935398365,514,514,514
GOBIERNO REGIONAL,2215,ESTABLECIMIENTO DE SALUD SANTO DOMINGO,PIURA,MORROPON,SANTO DOMINGO,I-4,-79.87648227,-5.03187319,07:00 AM – 07:00 PM,Dirección del EESS,935398366,515,515,515
GOBIERNO REGIONAL,2222,C.S SALITRAL,PIURA,MORROPON,SALITRAL,I-4,-79.83256594,-5.34185995,07:00 AM – 07:00 PM,Dirección del EESS,935398367,516,516,516
GOBIERNO REGIONAL,2228,ESTABLECIMIENTO DE SALUD SAN JUAN DE BIGOTE,PIURA,MORROPON,SAN JUAN DE BIGOTE,I-3,-79.78645976,-5.31785386,07:00 AM – 07:00 PM,Dirección del EESS,935398368,517,517,517
GOBIERNO REGIONAL,2232,C.S EL TUNAL,PIURA,HUANCABAMBA,LALAQUIZ,I-4,-79.68042816,-5.21492075,07:00 AM – 07:00 PM,Dirección del EESS,935398369,518,518,518
GOBIERNO REGIONAL,2238,ESTABLECIMIENTO DE SALUD CANCHAQUE.,PIURA,HUANCABAMBA,CANCHAQUE,I-4,-79.6032604,-5.37528402,07:00 AM – 07:00 PM,Dirección del EESS,935398370,519,519,519
GOBIERNO REGIONAL,2245,ESTABLECIMIENTO DE SALUD EL FAIQUE.,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,I-4,-79.60559835,-5.40134024,07:00 AM – 07:00 PM,Dirección del EESS,935398371,520,520,520
GOBIERNO REGIONAL,2247,P.S EL HIGUERON,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,I-2,-79.60298388,-5.45553128,07:00 AM – 07:00 PM,Dirección del EESS,935398372,521,521,521
GOBIERNO REGIONAL,2250,ESTABLECIMIENTO DE SALUD HUANCABAMBA (JESUS GUERRERO CRUZ),PIURA,HUANCABAMBA,HUANCABAMBA,I-4,-79.45501667,-5.2477,07:00 AM – 07:00 PM,Dirección del EESS,935398373,522,522,522
GOBIERNO REGIONAL,2252,E.S I-2 CASCAMACHE,PIURA,HUANCABAMBA,HUANCABAMBA,I-2,-79.51355007,-5.24011168,07:00 AM – 07:00 PM,Dirección del EESS,935398374,523,523,523
GOBIERNO REGIONAL,2255,E.S. ÑANGALI,PIURA,HUANCABAMBA,HUANCABAMBA,I-2,-79.45056617,-5.17508626,07:00 AM – 07:00 PM,Dirección del EESS,935398375,524,524,524
GOBIERNO REGIONAL,2257,ESTABLECIMIENTO DE SALUD SAPALACHE.,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,I-3,-79.42767067,-5.14722043,07:00 AM – 07:00 PM,Dirección del EESS,935398376,525,525,525
GOBIERNO REGIONAL,2258,P.S TALANEO,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,I-2,-79.53601537,-5.06089646,07:00 AM – 07:00 PM,Dirección del EESS,935398377,526,526,526
GOBIERNO REGIONAL,2262,ESTABLECIMIENTO DE SALUD SONDOR.,PIURA,HUANCABAMBA,SONDOR,I-3,-79.41194667,-5.31517833,07:00 AM – 07:00 PM,Dirección del EESS,935398378,527,527,527
GOBIERNO REGIONAL,2265,E.S.  TULUCE,PIURA,HUANCABAMBA,SONDOR,I-2,-79.350205,-5.47108333,07:00 AM – 07:00 PM,Dirección del EESS,935398379,528,528,528
GOBIERNO REGIONAL,2266,ESTABLECIMIENTO DE SALUD SONDORILLO,PIURA,HUANCABAMBA,SONDORILLO,I-3,-79.42736403,-5.33798482,07:00 AM – 07:00 PM,Dirección del EESS,935398380,529,529,529
GOBIERNO REGIONAL,2270,E.S.  HUARMACA,PIURA,HUANCABAMBA,HUARMACA,I-4,-79.52119013,-5.5873218,07:00 AM – 07:00 PM,Dirección del EESS,935398381,530,530,530
GOBIERNO REGIONAL,2289,HOSPITAL DE APOYO DEPARTAMENTAL CUSCO,CUSCO,CUSCO,CUSCO,III-1,-71.95571333,-13.52314833,07:00 AM – 07:00 PM,Dirección del EESS,935398382,531,531,531
GOBIERNO REGIONAL,2291,SIETE CUARTONES,CUSCO,CUSCO,CUSCO,I-3,-71.98250368,-13.5164434,07:00 AM – 07:00 PM,Dirección del EESS,935398383,532,532,532
GOBIERNO REGIONAL,2293,MIRAFLORES,CUSCO,CUSCO,CUSCO,I-2,-71.99757387,-13.50752366,07:00 AM – 07:00 PM,Dirección del EESS,935398384,533,533,533
GOBIERNO REGIONAL,2294,PICCHU LA RINCONADA,CUSCO,CUSCO,CUSCO,I-3,-71.98890191,-13.51640697,07:00 AM – 07:00 PM,Dirección del EESS,935398385,534,534,534
GOBIERNO REGIONAL,2297,CCORCCA,CUSCO,CUSCO,CCORCA,I-2,-72.05887132,-13.58384422,07:00 AM – 07:00 PM,Dirección del EESS,935398386,535,535,535
GOBIERNO REGIONAL,2300,SAN JERONIMO,CUSCO,CUSCO,SAN JERONIMO,I-4,-71.88002087,-13.54884632,07:00 AM – 07:00 PM,Dirección del EESS,935398387,536,536,536
GOBIERNO REGIONAL,2301,SAN SEBASTIAN,CUSCO,CUSCO,SAN SEBASTIAN,I-3,-71.92948187,-13.53261133,07:00 AM – 07:00 PM,Dirección del EESS,935398388,537,537,537
GOBIERNO REGIONAL,2302,CCORAO,CUSCO,CUSCO,SAN SEBASTIAN,I-2,-71.92394833,-13.476915,07:00 AM – 07:00 PM,Dirección del EESS,935398389,538,538,538
GOBIERNO REGIONAL,2303,SANTA ROSA,CUSCO,CUSCO,SAN SEBASTIAN,I-3,-71.92064081,-13.53262938,07:00 AM – 07:00 PM,Dirección del EESS,935398390,539,539,539
GOBIERNO REGIONAL,2305,ANTONIO LORENA DEL CUSCO,CUSCO,CUSCO,SANTIAGO,III-1,-71.97558395,-13.53083729,07:00 AM – 07:00 PM,Dirección del EESS,935398391,540,540,540
GOBIERNO REGIONAL,2306,BELEMPAMPA,CUSCO,CUSCO,SANTIAGO,I-4,-71.97891022,-13.5254705,07:00 AM – 07:00 PM,Dirección del EESS,935398392,541,541,541
GOBIERNO REGIONAL,2308,ZARZUELA ALTA,CUSCO,CUSCO,SANTIAGO,I-3,-71.98266459,-13.53175787,07:00 AM – 07:00 PM,Dirección del EESS,935398393,542,542,542
GOBIERNO REGIONAL,2309,DIGNIDAD NACIONAL,CUSCO,CUSCO,SANTIAGO,I-3,-71.98872213,-13.52852007,07:00 AM – 07:00 PM,Dirección del EESS,935398394,543,543,543
GOBIERNO REGIONAL,2315,WANCHAQ,CUSCO,CUSCO,WANCHAQ,I-3,-71.97065425,-13.5225504,07:00 AM – 07:00 PM,Dirección del EESS,935398395,544,544,544
GOBIERNO REGIONAL,2316,TTIO,CUSCO,CUSCO,WANCHAQ,I-3,-71.95977696,-13.53236065,07:00 AM – 07:00 PM,Dirección del EESS,935398396,545,545,545
GOBIERNO REGIONAL,2317,ACOMAYO,CUSCO,ACOMAYO,ACOMAYO,I-4,-71.68282833,-13.916675,07:00 AM – 07:00 PM,Dirección del EESS,935398397,546,546,546
GOBIERNO REGIONAL,2321,POMACANCHI,CUSCO,ACOMAYO,POMACANCHI,I-4,-71.56901833,-14.03317667,07:00 AM – 07:00 PM,Dirección del EESS,935398398,547,547,547
GOBIERNO REGIONAL,2326,ANTA,CUSCO,ANTA,ANTA,I-4,-72.14629207,-13.46247723,07:00 AM – 07:00 PM,Dirección del EESS,935398399,548,548,548
GOBIERNO REGIONAL,2330,ANCAHUASI,CUSCO,ANTA,ANCAHUASI,I-3,-72.30079513,-13.45640875,07:00 AM – 07:00 PM,Dirección del EESS,935398400,549,549,549
GOBIERNO REGIONAL,2331,CACHIMAYO,CUSCO,ANTA,CACHIMAYO,I-2,-72.06550477,-13.47985829,07:00 AM – 07:00 PM,Dirección del EESS,935398401,550,550,550
GOBIERNO REGIONAL,2333,HUAROCONDO,CUSCO,ANTA,HUAROCONDO,I-2,-72.20528441,-13.41621274,07:00 AM – 07:00 PM,Dirección del EESS,935398402,551,551,551
GOBIERNO REGIONAL,2336,LIMATAMBO,CUSCO,ANTA,LIMATAMBO,I-4,-72.44248445,-13.47721288,07:00 AM – 07:00 PM,Dirección del EESS,935398403,552,552,552
GOBIERNO REGIONAL,2338,MOLLEPATA,CUSCO,ANTA,MOLLEPATA,I-3,-72.52748252,-13.51035681,07:00 AM – 07:00 PM,Dirección del EESS,935398404,553,553,553
GOBIERNO REGIONAL,2341,CALCA,CUSCO,CALCA,CALCA,I-4,-71.95949633,-13.32199764,07:00 AM – 07:00 PM,Dirección del EESS,935398405,554,554,554
GOBIERNO REGIONAL,2348,PISAC,CUSCO,CALCA,PISAC,I-4,-71.8527449,-13.4225552,07:00 AM – 07:00 PM,Dirección del EESS,935398406,555,555,555
